"weeknumber","precipitation"
1658," 3.01"
1659," 2.34"
1660," 3.85"
1661," 2.06"
1662," 1.35"
1663," 0.65"
1664," 3.04"
1665," 2.33"
1666," 1.33"
1667," 1.55"
1668," 1.36"
1669," 2.70"
1670," 3.20"
1671," 3.13"
1672," 2.27"
1673," 2.60"
1674," 1.80"
1675," 3.89"
1676," 0.92"
1677," 1.37"
1678," 0.62"
1679," 2.09"
1680," 2.74"
1681," 1.49"
1682," 1.51"
1683," 4.52"
1684," 1.25"
1685," 2.66"
1686," 1.55"
1687," 0.45"
1688," 1.97"
1689," 1.63"
1690," 2.38"
1691," 2.49"
1692," 3.53"
1693," 3.06"
1694," 4.30"
1695," 3.34"
1696," 2.20"
1697," 2.41"
1698," 3.86"
1699," 1.64"
1700," 2.85"
1701," 2.88"
1702," 1.63"
1703," 2.16"
1704," 4.82"
1705," 3.47"
1706," 1.31"
1707," 4.39"
1708," 2.91"
1709," 3.82"
1710," 3.70"
1711," 3.13"
1712," 2.00"
1713," 0.66"
1714," 5.69"
1715," 2.89"
1716," 2.53"
1717," 2.38"
1718," 2.95"
1719," 2.67"
1720," 2.69"
1721," 4.01"
1722," 1.89"
1723," 1.32"
1724," 3.36"
1725," 0.45"
1726," 1.55"
1727," 3.15"
1728," 1.06"
1729," 1.00"
1730," 1.38"
1731," 1.33"
1732," 2.01"
1733," 2.84"
1734," 1.90"
1735," 1.93"
1736," 2.75"
1737," 3.71"
1738," 0.78"
1739," 2.49"
1740," 5.30"
1741," 1.87"
1742," 2.22"
1743," 3.44"
1744," 3.18"
1745," 1.64"
1746," 1.24"
1747," 1.81"
1748," 4.45"
1749," 2.90"
1750," 0.85"
1751," 1.64"
1752," 3.19"
1753," 4.81"
1754," 2.86"
1755," 1.65"
1756," 2.91"
1757," 1.95"
1758," 3.70"
1759," 2.55"
1760," 4.43"
1761," 1.90"
1762," 4.78"
1763," 5.12"
1764," 1.19"
1765," 1.80"
1766," 2.34"
1767," 2.57"
1768," 2.70"
1769," 4.58"
1770," 3.44"
1771," 4.03"
1772," 4.40"
1773," 3.36"
1774," 2.85"
1775," 2.07"
1776," 1.49"
1777," 1.07"
1778," 2.37"
1779," 1.91"
1780," 1.02"
1781," 3.28"
1782," 1.40"
1783," 2.58"
1784," 1.40"
1785," 3.22"
1786," 2.51"
1787," 0.40"
1788," 2.46"
1789," 0.82"
1790," 2.05"
1791," 2.24"
1792," 1.96"
1793," 3.24"
1794," 1.38"
1795," 5.32"
1796," 2.56"
1797," 3.81"
1798," 2.68"
1799," 4.26"
1800," 4.01"
1801," 3.58"
1802," 3.08"
1803," 2.86"
1804," 1.33"
1805," 1.88"
1806," 4.46"
1807," 3.29"
1808," 1.74"
1809," 2.95"
1810," 2.30"
1811," 5.79"
1812," 0.84"
1813," 3.21"
1814," 1.05"
1815," 1.22"
1816," 3.84"
1817," 2.54"
1818," 2.48"
1819," 4.09"
1820," 2.71"
1821," 0.59"
1822," 2.07"
1823," 2.96"
1824," 2.18"
1825," 4.08"
1826," 4.06"
1827," 2.38"
1828," 1.77"
1829," 3.37"
1830," 2.89"
1831," 1.55"
1832," 1.35"
1833," 5.11"
1834," 4.33"
1835," 2.20"
1836," 3.52"
1837," 2.17"
1838," 0.53"
1839," 2.64"
1840," 4.87"
1841," 1.15"
1842," 1.47"
1843," 2.84"
1844," 1.30"
1845," 2.70"
1846," 2.65"
1847," 1.52"
1848," 4.48"
1849," 1.46"
1850," 1.97"
1851," 5.51"
1852," 2.38"
1853," 2.87"
1854," 2.49"
1855," 3.43"
1856," 2.88"
1857," 1.56"
1858," 3.28"
1859," 4.85"
1860," 3.72"
1861," 3.58"
1862," 5.04"
1863," 1.43"
1864," 3.06"
1865," 3.79"
1866," 3.48"
1867," 4.31"
1868," 3.54"
1869," 1.49"
1870," 1.95"
1871," 6.27"
1872," 3.25"
1873," 4.24"
1874," 2.15"
1875," 2.89"
1876," 2.31"
1877," 2.77"
1878," 3.50"
1879," 2.18"
1880," 1.38"
1881," 1.40"
1882," 2.59"
1883," 2.30"
1884," 2.06"
1885," 1.15"
1886," 2.71"
1887," 0.73"
1888," 2.27"
1889," 3.34"
1890," 1.70"
1891," 1.71"
1892," 1.68"
1893," 1.98"
1894," 1.69"
1895," 2.60"
1896," 2.47"
1897," 1.99"
1898," 1.75"
1899," 5.20"
1900," 0.97"
1901," 2.94"
1902," 4.40"
1903," 3.29"
1904," 3.81"
1905," 2.71"
1906," 2.06"
1907," 3.76"
1908," 3.15"
1909," 3.66"
1910," 3.41"
1911," 3.37"
1912," 2.46"
1913," 2.77"
1914," 3.26"
1915," 6.14"
1916," 2.59"
1917," 5.47"
1918," 6.62"
1919," 2.01"
1920," 3.12"
1921," 0.73"
1922," 2.37"
1923," 2.41"
1924," 1.69"
1925," 2.41"
1926," 2.30"
1927," 3.68"
1928," 3.43"
1929," 1.26"
1930," 1.64"
1931," 1.02"
1932," 1.49"
1933," 0.72"
1934," 3.17"
1935," 2.13"
1936," 1.73"
1937," 1.83"
1938," 0.21"
1939," 1.04"
1940," 2.56"
1941," 0.30"
1942," 0.04"
1943," 1.56"
1944," 5.34"
1945," 0.96"
1946," 1.05"
1947," 0.98"
1948," 1.98"
1949," 0.21"
1950," 2.53"
1951," 2.73"
1952," 2.14"
1953," 2.95"
1954," 3.02"
1955," 0.59"
1956," 4.11"
1957," 3.29"
1958," 2.53"
1959," 4.25"
1960," 3.87"
1961," 1.90"
1962," 3.31"
1963," 4.26"
1964," 3.47"
1965," 2.38"
1966," 2.20"
1967," 4.10"
1968," 3.08"
1969," 1.55"
1970," 4.15"
1971," 2.91"
1972," 1.44"
1973," 2.90"
1974," 2.10"
1975," 2.33"
1976," 1.29"
1977," 2.77"
1978," 3.38"
1979," 3.06"
1980," 2.53"
1981," 3.90"
1982," 2.26"
1983," 1.44"
1984," 1.58"
1985," 1.50"
1986," 2.64"
1987," 1.65"
1988," 2.86"
1989," 3.62"
1990," 3.27"
1991," 1.72"
1992," 1.23"
1993," 2.16"
1994," 1.49"
1995," 3.39"
1996," 1.77"
1997," 2.84"
1998," 1.26"
1999," 1.75"
2000," 1.88"
2001," 0.34"
2002," 3.19"
2003," 3.28"
2004," 0.94"
2005," 1.25"
2006," 0.78"
2007," 1.83"
2008," 4.22"
2009," 1.01"
2010," 2.02"
2011," 3.80"
2012," 2.40"
2013," 3.91"
2014," 4.28"
2015," 3.33"
2016," 3.39"
2017," 5.31"
2018," 2.53"
2019," 1.91"
2020," 3.15"
2021," 4.65"
2022," 2.44"
2023," 2.63"
2024," 2.23"
2025," 4.79"
2026," 4.04"
2027," 3.53"
2028," 3.82"
2029," 3.89"
2030," 2.00"
2031," 1.51"
2032," 1.05"
2033," 2.44"
2034," 3.81"
2035," 3.49"
2036," 3.11"
2037," 2.27"
2038," 2.12"
2039," 1.55"
2040," 1.36"
2041," 2.65"
2042," 0.97"
2043," 1.81"
2044," 2.09"
2045," 0.65"
2046," 3.50"
2047," 1.09"
2048," 2.85"
2049," 2.71"
2050," 1.84"
2051," 0.96"
2052," 0.63"
2053," 3.16"
2054," 2.34"
2055," 1.88"
2056," 3.34"
2057," 4.16"
2058," 3.18"
2059," 3.39"
2060," 4.48"
2061," 1.65"
2062," 1.81"
2063," 1.38"
2064," 1.87"
2065," 2.54"
2066," 4.12"
2067," 0.91"
2068," 2.44"
2069," 1.80"
2070," 3.70"
2071," 2.35"
2072," 1.98"
2073," 3.27"
2074," 0.64"
2075," 2.32"
2076," 2.00"
2077," 4.59"
2078," 0.18"
2079," 2.46"
2080," 4.21"
2081," 6.18"
2082," 2.16"
2083," 3.42"
2084," 1.58"
2085," 1.56"
2086," 2.04"
2087," 3.32"
2088," 2.42"
2089," 2.90"
2090," 2.32"
2091," 3.29"
2092," 2.63"
2093," 0.90"
2094," 2.95"
2095," 3.94"
2096," 1.19"
2097," 0.60"
2098," 3.55"
2099," 1.61"
2100," 0.90"
2101," 2.68"
2102," 3.14"
2103," 2.27"
2104," 1.92"
2105," 1.54"
2106," 3.43"
2107," 6.10"
2108," 1.45"
2109," 2.64"
2110," 3.64"
2111," 1.44"
2112," 5.47"
2113," 3.18"
2114," 1.81"
2115," 3.14"
2116," 3.40"
2117," 1.70"
2118," 3.57"
2119," 1.69"
2120," 4.24"
2121," 1.51"
2122," 2.37"
2123," 2.59"
2124," 3.59"
2125," 3.50"
2126," 2.07"
2127," 4.35"
2128," 5.20"
2129," 4.63"
2130," 1.30"
2131," 0.58"
2132," 3.81"
2133," 1.16"
2134," 3.04"
2135," 2.73"
2136," 3.36"
2137," 1.69"
2138," 4.02"
2139," 5.21"
2140," 1.65"
2141," 2.68"
2142," 2.33"
2143," 1.87"
2144," 1.48"
2145," 0.29"
2146," 2.68"
2147," 1.86"
2148," 2.93"
2149," 2.87"
2150," 0.18"
2151," 2.35"
2152," 3.99"
2153," 0.93"
2154," 3.56"
2155," 4.63"
2156," 2.23"
2157," 2.70"
2158," 1.70"
2159," 2.63"
2160," 2.55"
2161," 4.55"
2162," 0.49"
2163," 3.71"
2164," 0.85"
2165," 2.69"
2166," 4.34"
2167," 2.40"
2168," 1.53"
2169," 2.15"
2170," 3.22"
2171," 1.82"
2172," 2.39"
2173," 2.36"
2174," 1.81"
2175," 1.99"
2176," 3.66"
2177," 3.59"
2178," 3.98"
2179," 4.67"
2180," 1.57"
2181," 2.46"
2182," 4.52"
2183," 3.75"
2184," 1.72"
2185," 1.69"
2186," 2.91"
2187," 3.63"
2188," 3.52"
2189," 2.52"
2190," 2.57"
2191," 0.74"
2192," 1.27"
2193," 1.22"
2194," 3.91"
2195," 2.59"
2196," 1.17"
2197," 1.28"
2198," 2.65"
2199," 2.37"
2200," 1.87"
2201," 1.81"
2202," 3.46"
2203," 0.80"
2204," 1.75"
2205," 1.02"
2206," 2.42"
2207," 2.37"
2208," 5.47"
2209," 2.65"
2210," 0.78"
2211," 2.13"
2212," 2.58"
2213," 1.25"
2214," 2.42"
2215," 0.64"
2216," 3.70"
2217," 1.92"
2218," 3.77"
2219," 3.42"
2220," 5.87"
2221," 2.35"
2222," 3.47"
2223," 4.48"
2224," 2.00"
2225," 2.78"
2226," 6.68"
2227," 4.49"
2228," 5.37"
2229," 5.33"
2230," 2.53"
2231," 1.62"
2232," 2.02"
2233," 4.28"
2234," 2.21"
2235," 0.54"
2236," 5.38"
2237," 5.71"
2238," 2.21"
2239," 2.29"
2240," 2.00"
2241," 2.47"
2242," 2.03"
2243," 2.65"
2244," 3.41"
2245," 4.46"
2246," 2.28"
2247," 1.75"
2248," 3.07"
2249," 0.82"
2250," 1.53"
2251," 1.42"
2252," 2.40"
2253," 1.23"
2254," 1.86"
2255," 2.45"
2256," 0.37"
2257," 2.18"
2258," 2.20"
2259," 1.57"
2260," 3.84"
2261," 2.86"
2262," 2.24"
2263," 1.39"
2264," 1.35"
2265," 4.25"
2266," 3.81"
2267," 3.33"
2268," 3.27"
2269," 4.87"
2270," 1.96"
2271," 3.22"
2272," 2.06"
2273," 1.87"
2274," 5.82"
2275," 2.24"
2276," 1.73"
2277," 2.56"
2278," 2.97"
2279," 5.62"
2280," 2.92"
2281," 3.64"
2282," 2.03"
2283," 4.02"
2284," 2.95"
2285," 1.66"
2286," 4.10"
2287," 1.85"
2288," 2.47"
2289," 1.57"
2290," 1.73"
2291," 3.77"
2292," 1.98"
2293," 1.69"
2294," 0.39"
2295," 2.57"
2296," 2.40"
2297," 2.33"
2298," 1.78"
2299," 2.76"
2300," 3.56"
2301," 1.21"
2302," 1.64"
2303," 0.58"
2304," 2.56"
2305," 0.45"
2306," 1.93"
2307," 1.98"
2308," 2.38"
2309," 1.82"
2310," 2.12"
2311," 3.26"
2312," 0.77"
2313," 4.01"
2314," 1.50"
2315," 2.73"
2316," 2.20"
2317," 2.95"
2318," 2.57"
2319," 2.08"
2320," 3.76"
2321," 3.88"
2322," 3.62"
2323," 4.64"
2324," 2.27"
2325," 4.18"
2326," 2.68"
2327," 3.98"
2328," 3.90"
2329," 2.30"
2330," 2.24"
2331," 1.96"
2332," 1.57"
2333," 2.71"
2334," 0.99"
2335," 4.91"
2336," 1.85"
2337," 0.67"
2338," 3.23"
2339," 1.80"
2340," 4.40"
2341," 1.72"
2342," 1.71"
2343," 2.51"
2344," 3.25"
2345," 3.67"
2346," 1.75"
2347," 0.18"
2348," 1.32"
2349," 3.07"
2350," 4.01"
2351," 5.82"
2352," 0.88"
2353," 1.19"
2354," 2.03"
2355," 1.75"
2356," 1.57"
2357," 1.41"
2358," 3.56"
2359," 0.28"
2360," 1.50"
2361," 0.40"
2362," 1.81"
2363," 2.04"
2364," 3.79"
2365," 2.23"
2366," 0.41"
2367," 3.74"
2368," 3.81"
2369," 2.26"
2370," 4.17"
2371," 2.05"
2372," 0.44"
2373," 0.87"
2374," 3.93"
2375," 4.37"
2376," 3.00"
2377," 4.26"
2378," 3.35"
2379," 4.63"
2380," 1.50"
2381," 2.71"
2382," 1.28"
2383," 3.06"
2384," 3.41"
2385," 2.64"
2386," 2.82"
2387," 2.42"
2388," 7.65"
2389," 1.91"
2390," 5.30"
2391," 3.22"
2392," 3.84"
2393," 5.85"
2394," 3.16"
2395," 2.21"
2396," 3.63"
2397," 3.44"
2398," 4.02"
2399," 0.80"
2400," 0.89"
2401," 1.00"
2402," 1.40"
2403," 5.67"
2404," 3.95"
2405," 1.63"
2406," 2.77"
2407," 1.40"
2408," 3.26"
2409," 2.62"
2410," 1.50"
2411," 0.45"
2412," 2.00"
2413," 1.83"
2414," 0.77"
2415," 3.67"
2416," 4.04"
2417," 4.00"
2418," 2.99"
2419," 3.46"
2420," 3.01"
2421," 3.30"
2422," 0.38"
2423," 4.42"
2424," 2.02"
2425," 3.26"
2426," 4.26"
2427," 2.35"
2428," 3.14"
2429," 5.27"
2430," 2.53"
2431," 3.53"
2432," 2.92"
2433," 2.85"
2434," 3.13"
2435," 1.13"
2436," 3.75"
2437," 7.39"
2438," 1.99"
2439," 7.08"
2440," 1.72"
2441," 1.46"
2442," 4.29"
2443," 3.32"
2444," 3.71"
2445," 4.66"
2446," 2.04"
2447," 1.88"
2448," 2.32"
2449," 2.78"
2450," 2.70"
2451," 3.80"
2452," 3.92"
2453," 3.16"
2454," 4.68"
2455," 2.28"
2456," 4.75"
2457," 2.52"
2458," 1.71"
2459," 1.49"
2460," 4.51"
2461," 3.26"
2462," 2.30"
2463," 4.04"
2464," 1.55"
2465," 2.65"
2466," 2.08"
2467," 2.00"
2468," 1.31"
2469," 0.42"
2470," 3.87"
2471," 3.45"
2472," 2.38"
2473," 1.78"
2474," 1.10"
2475," 1.35"
2476," 0.79"
2477," 5.03"
2478," 3.36"
2479," 4.75"
2480," 2.12"
2481," 2.71"
2482," 0.99"
2483," 0.84"
2484," 0.76"
2485," 5.25"
2486," 3.34"
2487," 1.17"
2488," 2.25"
2489," 2.90"
2490," 3.69"
2491," 1.27"
2492," 4.81"
2493," 2.59"
2494," 1.51"
2495," 1.64"
2496," 5.78"
2497," 2.41"
2498," 2.38"
2499," 1.64"
2500," 1.90"
2501," 2.38"
2502," 1.10"
2503," 0.49"
2504," 1.87"
2505," 2.13"
2506," 6.92"
2507," 2.86"
2508," 1.98"
2509," 1.21"
2510," 0.48"
2511," 0.97"
2512," 2.41"
2513," 1.41"
2514," 1.30"
2515," 4.73"
2516," 2.95"
2517," 2.38"
2518," 4.27"
2519," 0.57"
2520," 3.16"
2521," 0.75"
2522," 0.82"
2523," 0.93"
2524," 3.47"
2525," 0.60"
2526," 2.17"
2527," 3.10"
2528," 3.17"
2529," 2.34"
2530," 3.58"
2531," 3.28"
2532," 2.63"
2533," 1.77"
2534," 2.29"
2535," 2.29"
2536," 2.19"
2537," 1.73"
2538," 1.67"
2539," 4.72"
2540," 1.67"
2541," 1.78"
2542," 3.55"
2543," 3.14"
2544," 1.86"
2545," 3.16"
2546," 3.64"
2547," 1.26"
2548," 0.96"
2549," 0.50"
2550," 4.24"
2551," 2.07"
2552," 1.67"
2553," 2.14"
2554," 1.56"
2555," 1.49"
2556," 2.92"
2557," 3.43"
2558," 3.84"
2559," 4.21"
2560," 4.40"
2561," 1.54"
2562," 1.83"
2563," 2.29"
2564," 1.41"
2565," 1.06"
2566," 4.85"
2567," 0.54"
2568," 0.86"
2569," 1.46"
2570," 2.21"
2571," 2.82"
2572," 1.23"
2573," 1.80"
2574," 0.08"
2575," 2.09"
2576," 1.02"
2577," 3.54"
2578," 3.86"
2579," 4.04"
2580," 2.09"
2581," 2.17"
2582," 3.46"
2583," 5.85"
2584," 4.37"
2585," 2.42"
2586," 2.63"
2587," 2.41"
2588," 4.35"
2589," 2.85"
2590," 1.73"
2591," 0.90"
2592," 2.24"
2593," 4.69"
2594," 2.63"
2595," 2.28"
2596," 6.17"
2597," 2.87"
2598," 4.54"
2599," 3.23"
2600," 0.97"
2601," 4.86"
2602," 0.75"
2603," 0.94"
2604," 3.60"
2605," 1.49"
2606," 2.29"
2607," 2.38"
2608," 1.96"
2609," 2.76"
2610," 3.06"
2611," 2.68"
2612," 2.26"
2613," 0.92"
2614," 1.76"
2615," 1.24"
2616," 2.55"
2617," 2.07"
2618," 1.20"
2619," 1.63"
2620," 1.32"
2621," 1.72"
2622," 2.08"
2623," 4.80"
2624," 1.09"
2625," 3.77"
2626," 0.29"
2627," 1.78"
2628," 6.97"
2629," 2.60"
2630," 2.97"
2631," 1.88"
2632," 4.32"
2633," 6.10"
2634," 6.03"
2635," 3.94"
2636," 1.45"
2637," 4.58"
2638," 1.53"
2639," 1.84"
2640," 5.04"
2641," 4.63"
2642," 1.41"
2643," 3.09"
2644," 2.56"
2645," 1.66"
2646," 4.56"
2647," 4.22"
2648," 0.64"
2649," 2.73"
2650," 0.88"
2651," 0.82"
2652," 2.16"
2653," 1.53"
2654," 4.02"
2655," 2.05"
2656," 2.78"
2657," 1.89"
2658," 2.27"
2659," 5.96"
2660," 3.09"
2661," 1.94"
2662," 2.38"
2663," 0.95"
2664," 1.53"
2665," 1.49"
2666," 3.32"
2667," 5.14"
2668," 1.39"
2669," 3.01"
2670," 2.15"
2671," 2.41"
2672," 2.44"
2673," 1.15"
2674," 0.93"
2675," 2.48"
2676," 3.16"
2677," 2.41"
2678," 1.81"
2679," 0.91"
2680," 2.08"
2681," 1.75"
2682," 7.60"
2683," 3.54"
2684," 0.97"
2685," 2.92"
2686," 3.54"
2687," 2.50"
2688," 1.73"
2689," 1.52"
2690," 2.75"
2691," 1.51"
2692," 2.86"
2693," 1.53"
2694," 2.92"
2695," 2.28"
2696," 3.33"
2697," 2.71"
2698," 3.03"
2699," 3.91"
2700," 4.54"
2701," 4.24"
2702," 4.05"
2703," 4.31"
2704," 5.04"
2705," 2.09"
2706," 1.79"
2707," 0.83"
2708," 2.92"
2709," 5.85"
2710," 1.81"
2711," 2.16"
2712," 2.67"
2713," 3.94"
2714," 1.22"
2715," 1.67"
2716," 2.56"
2717," 1.76"
2718," 3.00"
2719," 1.18"
2720," 1.82"
2721," 2.67"
2722," 3.61"
2723," 3.88"
2724," 1.43"
2725," 2.42"
2726," 2.46"
2727," 2.69"
2728," 4.19"
2729," 1.58"
2730," 1.97"
2731," 3.76"
2732," 3.85"
2733," 4.10"
2734," 1.38"
2735," 3.71"
2736," 1.91"
2737," 8.60"
2738," 3.35"
2739," 2.49"
2740," 1.11"
2741," 1.06"
2742," 1.07"
2743," 5.24"
2744," 3.09"
2745," 1.12"
2746," 4.15"
2747," 1.81"
2748," 0.98"
2749," 1.40"
2750," 2.55"
2751," 2.67"
2752," 2.92"
2753," 3.70"
2754," 2.44"
2755," 3.58"
2756," 2.05"
2757," 1.60"
2758," 1.76"
2759," 3.67"
2760," 2.71"
2761," 2.17"
2762," 1.71"
2763," 1.20"
2764," 3.21"
2765," 1.64"
2766," 2.01"
2767," 2.39"
2768," 1.63"
2769," 1.99"
2770," 1.87"
2771," 3.12"
2772," 1.27"
2773," 3.03"
2774," 1.09"
2775," 3.01"
2776," 0.85"
2777," 1.77"
2778," 2.62"
2779," 3.10"
2780," 0.54"
2781," 1.76"
2782," 2.28"
2783," 2.48"
2784," 2.29"
2785," 3.21"
2786," 4.13"
2787," 2.76"
2788," 1.38"
2789," 5.07"
2790," 0.72"
2791," 3.30"
2792," 2.89"
2793," 4.06"
2794," 3.26"
2795," 3.01"
2796," 3.71"
2797," 2.94"
2798," 1.62"
2799," 1.98"
2800," 3.25"
2801," 1.01"
2802," 1.53"
2803," 5.89"
2804," 7.41"
2805," 3.48"
2806," 0.82"
2807," 4.06"
2808," 2.24"
2809," 3.03"
2810," 3.50"
2811," 3.09"
2812," 3.09"
2813," 5.32"
2814," 1.28"
2815," 3.21"
2816," 2.69"
2817," 2.32"
2818," 4.36"
2819," 1.71"
2820," 3.55"
2821," 2.03"
2822," 3.02"
2823," 2.65"
2824," 1.15"
2825," 1.74"
2826," 0.36"
2827," 3.29"
2828," 2.04"
2829," 2.92"
2830," 2.28"
2831," 3.29"
2832," 0.86"
2833," 1.63"
2834," 3.41"
2835," 2.98"
2836," 2.94"
2837," 4.20"
2838," 4.23"
2839," 4.72"
2840," 2.68"
2841," 2.07"
2842," 3.32"
2843," 3.39"
2844," 2.34"
2845," 4.17"
2846," 4.79"
2847," 1.76"
2848," 4.45"
2849," 1.74"
2850," 3.20"
2851," 2.24"
2852," 4.09"
2853," 3.02"
2854," 7.06"
2855," 2.73"
2856," 1.30"
2857," 1.76"
2858," 2.14"
2859," 3.31"
2860," 2.81"
2861," 3.83"
2862," 3.06"
2863," 0.78"
2864," 1.45"
2865," 3.37"
2866," 3.90"
2867," 3.99"
2868," 2.74"
2869," 4.17"
2870," 3.38"
2871," 3.23"
2872," 3.53"
2873," 3.65"
2874," 1.69"
2875," 0.21"
2876," 1.76"
2877," 3.79"
2878," 2.43"
2879," 2.14"
2880," 2.48"
2881," 0.45"
2882," 0.81"
2883," 3.35"
2884," 1.66"
2885," 0.17"
2886," 3.74"
2887," 3.51"
2888," 1.47"
2889," 3.26"
2890," 1.33"
2891," 2.47"
2892," 1.19"
2893," 2.51"
2894," 5.05"
2895," 2.21"
2896," 2.71"
2897," 2.65"
2898," 2.87"
2899," 2.21"
2900," 3.11"
2901," 2.24"
2902," 2.21"
2903," 3.50"
2904," 2.04"
2905," 3.71"
2906," 1.15"
2907," 3.43"
2908," 2.67"
2909," 5.67"
2910," 4.91"
2911," 1.97"
2912," 3.51"
2913," 1.71"
2914," 2.75"
2915," 4.90"
2916," 5.15"
2917," 2.34"
2918," 5.66"
2919," 2.80"
2920," 3.29"
2921," 2.15"
2922," 2.75"
2923," 2.29"
2924," 2.11"
2925," 4.75"
2926," 1.23"
2927," 5.46"
2928," 2.30"
2929," 3.60"
2930," 1.90"
2931," 0.72"
2932," 2.92"
2933," 3.15"
2934," 0.69"
2935," 2.21"
2936," 2.75"
2937," 2.06"
2938," 1.63"
2939," 1.71"
2940," 1.22"
2941," 5.22"
2942," 3.35"
2943," 1.43"
2944," 3.40"
2945," 1.46"
2946," 0.93"
2947," 2.54"
2948," 5.01"
2949," 1.54"
2950," 3.94"
2951," 2.28"
2952," 5.07"
2953," 4.17"
2954," 0.99"
2955," 2.03"
2956," 1.88"
2957," 2.77"
2958," 1.71"
2959," 2.41"
2960," 4.82"
2961," 4.69"
2962," 1.84"
2963," 5.19"
2964," 5.17"
2965," 4.63"
2966," 1.37"
2967," 2.78"
2968," 3.65"
2969," 0.18"
2970," 6.62"
2971," 2.07"
2972," 2.22"
2973," 2.17"
2974," 1.39"
2975," 3.90"
2976," 2.62"
2977," 2.28"
2978," 1.77"
2979," 2.12"
2980," 2.14"
2981," 2.33"
2982," 1.78"
2983," 3.02"
2984," 1.27"
2985," 1.08"
2986," 2.54"
2987," 1.77"
2988," 4.70"
2989," 1.81"
2990," 1.32"
2991," 2.41"
2992," 0.90"
2993," 0.84"
2994," 4.15"
2995," 2.13"
2996," 4.19"
2997," 5.91"
2998," 0.84"
2999," 3.10"
3000," 1.87"
3001," 2.89"
3002," 6.18"
3003," 2.96"
3004," 1.58"
3005," 0.80"
3006," 2.40"
3007," 1.50"
3008," 4.17"
3009," 1.54"
3010," 3.51"
3011," 4.21"
3012," 2.79"
3013," 2.83"
3014," 3.52"
3015," 3.87"
3016," 3.65"
3017," 3.45"
3018," 0.86"
3019," 2.52"
3020," 1.28"
3021," 3.83"
3022," 4.49"
3023," 3.38"
3024," 3.16"
3025," 3.71"
3026," 4.11"
3027," 1.84"
3028," 4.76"
3029," 2.52"
3030," 2.41"
3031," 3.82"
3032," 4.09"
3033," 2.82"
3034," 2.76"
3035," 1.73"
3036," 5.55"
3037," 0.96"
3038," 1.88"
3039," 1.40"
3040," 3.58"
3041," 3.89"
3042," 0.42"
3043," 3.27"
3044," 3.75"
3045," 1.85"
3046," 2.77"
3047," 1.82"
3048," 4.12"
3049," 3.56"
3050," 4.90"
3051," 3.57"
3052," 5.20"
3053," 3.03"
3054," 4.98"
3055," 3.36"
3056," 4.97"
3057," 3.53"
3058," 4.08"
3059," 1.83"
3060," 1.97"
3061," 1.20"
3062," 2.31"
3063," 5.91"
3064," 2.64"
3065," 1.68"
3066," 2.22"
3067," 1.94"
3068," 2.12"
3069," 3.84"
3070," 1.46"
3071," 3.66"
3072," 5.10"
3073," 1.95"
3074," 2.48"
3075," 3.59"
3076," 3.59"
3077," 5.01"
3078," 5.56"
3079," 2.82"
3080," 2.46"
3081," 2.01"
3082," 1.38"
3083," 2.77"
3084," 1.00"
3085," 3.83"
3086," 2.39"
3087," 2.78"
3088," 1.92"
3089," 3.81"
3090," 0.30"
3091," 2.62"
3092," 6.11"
3093," 2.06"
3094," 0.73"
3095," 3.85"
3096," 4.15"
3097," 2.58"
3098," 4.05"
3099," 1.24"
3100," 4.47"
3101," 1.79"
3102," 2.43"
3103," 3.69"
3104," 2.16"
3105," 5.45"
3106," 2.77"
3107," 2.84"
3108," 4.94"
3109," 4.73"
3110," 3.17"
3111," 4.71"
3112," 4.98"
3113," 3.72"
3114," 0.27"
3115," 1.30"
3116," 0.36"
3117," 2.73"
3118," 5.73"
3119," 4.28"
3120," 0.95"
3121," 3.14"
3122," 3.99"
3123," 1.42"
3124," 0.98"
3125," 1.56"
3126," 1.77"
3127," 3.48"
3128," 3.59"
3129," 1.60"
3130," 3.07"
3131," 1.97"
3132," 1.67"
3133," 0.63"
3134," 0.73"
3135," 3.42"
3136," 1.10"
3137," 0.86"
3138," 0.82"
3139," 3.14"
3140," 0.23"
3141," 2.39"
3142," 0.82"
3143," 1.06"
3144," 1.39"
3145," 4.26"
3146," 1.11"
3147," 0.38"
3148," 2.29"
3149," 5.15"
3150," 2.27"
3151," 0.84"
3152," 2.39"
3153," 6.15"
3154," 4.07"
3155," 2.52"
3156," 4.02"
3157," 4.77"
3158," 3.79"
3159," 3.04"
3160," 5.33"
3161," 3.21"
3162," 2.22"
3163," 3.68"
3164," 4.65"
3165," 1.77"
3166," 4.84"
3167," 3.09"
3168," 3.23"
3169," 5.35"
3170," 4.25"
3171," 1.23"
3172," 2.04"
3173," 1.78"
3174," 3.61"
3175," 1.15"
3176," 0.23"
3177," 3.52"
3178," 4.95"
3179," 4.27"
3180," 2.97"
3181," 3.76"
3182," 0.55"
3183," 2.10"
3184," 2.10"
3185," 2.31"
3186," 2.01"
3187," 1.84"
3188," 2.88"
3189," 1.26"
3190," 1.71"
3191," 1.92"
3192," 5.15"
3193," 4.35"
3194," 1.37"
3195," 2.11"
3196," 0.32"
3197," 2.60"
3198," 5.05"
3199," 4.16"
3200," 4.69"
3201," 1.83"
3202," 2.75"
3203," 3.24"
3204," 4.81"
3205," 3.56"
3206," 2.77"
3207," 1.20"
3208," 4.93"
3209," 2.03"
3210," 1.70"
3211," 1.09"
